coordinate,jdk8_version,jdk8_status,jdk17_version,jdk17_status,jdk21_version,jdk21_status,notes
jakarta.persistence:jakarta.persistence-api,3.0.0,bytecode-pass,3.2.0,bytecode-pass,3.2.0,bytecode-pass,
jakarta.servlet.jsp.jstl:jakarta.servlet.jsp.jstl-api,,absent,3.0.2,bytecode-pass,3.0.2,bytecode-pass,
jakarta.servlet:jakarta.servlet-api,5.0.0,bytecode-pass,6.1.0,bytecode-pass,6.1.0,bytecode-pass,
jakarta.transaction:jakarta.transaction-api,,absent,2.0.1,bytecode-pass,2.0.1,bytecode-pass,
jakarta.validation:jakarta.validation-api,3.0.2,bytecode-pass,3.1.1,bytecode-pass,3.1.1,bytecode-pass,
jakarta.websocket:jakarta.websocket-api,,absent,2.2.0,bytecode-pass,2.2.0,bytecode-pass,
jakarta.websocket:jakarta.websocket-client-api,,absent,2.2.0,bytecode-pass,2.2.0,bytecode-pass,
jakarta.ws.rs:jakarta.ws.rs-api,,absent,3.1.0,bytecode-pass,3.1.0,bytecode-pass,
jakarta.xml.bind:jakarta.xml.bind-api,,absent,3.0.1,bytecode-pass,3.0.1,bytecode-pass,
jakarta.xml.soap:jakarta.xml.soap-api,,absent,3.0.2,bytecode-pass,3.0.2,bytecode-pass,
jakarta.xml.ws:jakarta.xml.ws-api,,absent,4.0.2,bytecode-pass,4.0.2,bytecode-pass,
javax.annotation:javax.annotation-api,1.3.2,bytecode-pass,1.3.2,bytecode-pass,1.3.2,bytecode-pass,
javax.cache:cache-api,1.1.1,bytecode-pass,1.1.1,bytecode-pass,1.1.1,bytecode-pass,
javax.el:javax.el-api,3.0.0,bytecode-pass,,replacement,,replacement,
javax.inject:javax.inject,1,bytecode-pass,1,bytecode-pass,1,bytecode-pass,
javax.jms:javax.jms-api,2.0.1,bytecode-pass,,replacement,,replacement,
javax.jws:javax.jws-api,1.1,bytecode-pass,,replacement,,replacement,
javax.money:money-api,1.1,bytecode-pass,1.1,bytecode-pass,1.1,bytecode-pass,
javax.persistence:javax.persistence-api,2.2,bytecode-pass,2.2,bytecode-pass,2.2,bytecode-pass,
javax.servlet:javax.servlet-api,4.0.1,bytecode-pass,3.0.1,bytecode-pass,3.0.1,bytecode-pass,
javax.validation:validation-api,2.0.1.Final,bytecode-pass,2.0.1.Final,bytecode-pass,,replacement,
javax.websocket:javax.websocket-api,1.1,bytecode-pass,,replacement,,replacement,
javax.ws.rs:javax.ws.rs-api,2.1.1,bytecode-pass,,replacement,,replacement,
javax.xml.stream:stax-api,1.0-2,bytecode-pass,1.0-2,bytecode-pass,1.0-2,bytecode-pass,
javazoom:jlayer,1.0.1,bytecode-pass,1.0.1,bytecode-pass,1.0.1,bytecode-pass,
jaxen:jaxen,2.0.0,bytecode-pass,2.0.0,bytecode-pass,2.0.0,bytecode-pass,
joda-time:joda-time,2.14.2,bytecode-pass,2.14.2,bytecode-pass,2.14.2,bytecode-pass,
junit:junit,4.12,bytecode-pass,4.13.2,bytecode-pass,4.13.2,bytecode-pass,
markdown-clj:markdown-clj,1.11.1,unverified-artifact,1.11.1,unverified-artifact,1.11.1,unverified-artifact,
me.snowdrop:istio-client,1.7.7.1,bytecode-pass,1.7.7.1,bytecode-pass,1.7.7.1,bytecode-pass,
me.zhyd.oauth:JustAuth,1.16.7,bytecode-pass,1.16.7,bytecode-pass,1.16.7,bytecode-pass,
net.bull.javamelody:javamelody-core,1.99.4,bytecode-pass,2.8.0,bytecode-pass,2.8.0,bytecode-pass,
net.bytebuddy:byte-buddy,1.18.10,bytecode-pass,1.18.10,bytecode-pass,1.18.10,bytecode-pass,
net.bytebuddy:byte-buddy-agent,1.18.10,bytecode-pass,1.18.10,bytecode-pass,1.18.10,bytecode-pass,
net.coobird:thumbnailator,0.4.21,bytecode-pass,0.4.21,bytecode-pass,0.4.21,bytecode-pass,
net.formio:formio,1.6.9,bytecode-pass,1.8.1,bytecode-pass,1.8.1,bytecode-pass,
net.imagej:imagej,2.16.0,unverified-artifact,2.16.0,unverified-artifact,2.16.0,unverified-artifact,
net.imagej:imagej-ui-swing,imagej-ui-swing-1.0.1,unverified-artifact,imagej-ui-swing-1.0.1,unverified-artifact,imagej-ui-swing-1.0.1,unverified-artifact,
net.java.dev.jna:jna,5.13.0,bytecode-pass,5.2.0,bytecode-pass,5.2.0,bytecode-pass,
net.javacrumbs.shedlock:shedlock-provider-couchbase-javaclient,4.48.0,bytecode-pass,7.2.1,unverified-artifact,7.2.1,unverified-artifact,
net.javacrumbs.shedlock:shedlock-provider-jdbc,4.48.0,bytecode-pass,7.2.1,bytecode-pass,7.2.1,bytecode-pass,
net.javacrumbs.shedlock:shedlock-provider-jdbc-template,4.48.0,bytecode-pass,7.2.1,bytecode-pass,7.2.1,bytecode-pass,
net.javacrumbs.shedlock:shedlock-provider-mongo,4.48.0,bytecode-pass,7.2.1,bytecode-pass,7.2.1,bytecode-pass,
net.javacrumbs.shedlock:shedlock-provider-redis-jedis,4.48.0,bytecode-pass,7.2.1,unverified-artifact,7.2.1,unverified-artifact,
net.javacrumbs.shedlock:shedlock-provider-redis-spring,4.48.0,bytecode-pass,7.2.1,bytecode-pass,7.2.1,bytecode-pass,
net.javacrumbs.shedlock:shedlock-provider-zookeeper-curator,4.48.0,bytecode-pass,7.2.1,bytecode-pass,7.2.1,bytecode-pass,
net.javacrumbs.shedlock:shedlock-spring,4.48.0,bytecode-pass,7.2.1,bytecode-pass,7.2.1,bytecode-pass,
net.lingala.zip4j:zip4j,2.11.6,bytecode-pass,2.11.6,bytecode-pass,2.11.6,bytecode-pass,
net.mingsoft:shiro-freemarker-tags,1.0.3,bytecode-pass,1.0.3,bytecode-pass,1.0.3,bytecode-pass,
net.minidev:json-smart,2.6.0,bytecode-pass,2.6.0,bytecode-pass,2.6.0,bytecode-pass,
net.sf.dozer:dozer,5.5.1,bytecode-pass,5.5.1,bytecode-pass,5.5.1,bytecode-pass,
net.sf.sevenzipjbinding:sevenzipjbinding,16.02-2.01,bytecode-pass,16.02-2.01,bytecode-pass,16.02-2.01,bytecode-pass,
net.sf.sevenzipjbinding:sevenzipjbinding-all-platforms,16.02-2.01,bytecode-pass,16.02-2.01,bytecode-pass,16.02-2.01,bytecode-pass,
net.sourceforge.cssparser:cssparser,0.9.30,bytecode-pass,0.9.30,bytecode-pass,0.9.30,bytecode-pass,
net.sourceforge.jexcelapi:jxl,2.6.12,bytecode-pass,2.6.12,bytecode-pass,2.6.12,bytecode-pass,
net.sourceforge.jtds:jtds,1.3.1,bytecode-pass,1.3.1,bytecode-pass,1.3.1,bytecode-pass,
nz.net.ultraq.thymeleaf:thymeleaf-layout-dialect,3.4.0,bytecode-pass,3.4.0,bytecode-pass,3.4.0,bytecode-pass,
org.antlr:ST4,4.3.4,bytecode-pass,4.3.4,bytecode-pass,4.3.4,bytecode-pass,
org.antlr:antlr4,4.9.3,bytecode-pass,4.13.2,bytecode-pass,4.13.2,bytecode-pass,
org.antlr:antlr4-runtime,4.13.2,bytecode-pass,4.13.2,bytecode-pass,4.13.2,bytecode-pass,
org.anyline:anyline-data-jdbc,8.7.5-20260618,bytecode-pass,8.7.5-20260618,bytecode-pass,8.7.5-20260618,bytecode-pass,
org.anyline:anyline-data-jdbc-mysql,8.7.5-20260618,bytecode-pass,8.7.5-20260618,bytecode-pass,8.7.5-20260618,bytecode-pass,
org.anyline:anyline-environment-spring-data-jdbc,8.7.5-20260618,bytecode-pass,8.7.5-20260618,bytecode-pass,8.7.5-20260618,bytecode-pass,
org.apache.activemq:activemq-console,,absent,6.2.0,bytecode-pass,6.2.0,bytecode-pass,
org.apache.activemq:activemq-spring,,absent,6.2.0,bytecode-pass,6.2.0,bytecode-pass,
org.apache.activemq:artemis-jms-client,2.19.0,bytecode-pass,2.44.0,bytecode-pass,2.44.0,bytecode-pass,
org.apache.ant:ant-jsch,1.10.17,bytecode-pass,1.10.17,bytecode-pass,1.10.17,bytecode-pass,
org.apache.cassandra:java-driver-core,,absent,4.19.2,bytecode-pass,4.19.2,bytecode-pass,
org.apache.commons.ssl:not-yet-commons-ssl,0.3.9,unverified-artifact,0.3.9,unverified-artifact,0.3.9,unverified-artifact,
org.apache.commons:commons-collections4,4.5.0,bytecode-pass,4.5.0,bytecode-pass,4.5.0,bytecode-pass,
org.apache.commons:commons-compress,1.28.0,bytecode-pass,1.28.0,bytecode-pass,1.28.0,bytecode-pass,
org.apache.commons:commons-configuration2,2.15.1,bytecode-pass,2.15.1,bytecode-pass,2.15.1,bytecode-pass,
org.apache.commons:commons-crypto,1.2.0,bytecode-pass,1.2.0,bytecode-pass,1.2.0,bytecode-pass,
org.apache.commons:commons-csv,1.14.1,bytecode-pass,1.14.1,bytecode-pass,1.14.1,bytecode-pass,
org.apache.commons:commons-dbcp2,2.14.0,bytecode-pass,2.14.0,bytecode-pass,2.14.0,bytecode-pass,
org.apache.commons:commons-digester3,3.2,bytecode-pass,3.2,bytecode-pass,3.2,bytecode-pass,
org.apache.commons:commons-email,1.6.0,bytecode-pass,1.6.0,bytecode-pass,1.6.0,bytecode-pass,
org.apache.commons:commons-email2-core,2.0.0-M1,bytecode-pass,2.0.0-M1,bytecode-pass,2.0.0-M1,bytecode-pass,
org.apache.commons:commons-email2-jakarta,2.0.0-M1,bytecode-pass,2.0.0-M1,bytecode-pass,2.0.0-M1,bytecode-pass,
org.apache.commons:commons-email2-javax,2.0.0-M1,bytecode-pass,2.0.0-M1,bytecode-pass,2.0.0-M1,bytecode-pass,
org.apache.commons:commons-exec,1.6.0,bytecode-pass,1.6.0,bytecode-pass,1.6.0,bytecode-pass,
org.apache.commons:commons-fileupload2-core,,unsupported,2.0.0-M4,bytecode-pass,2.0.0-M4,bytecode-pass,JDK 8: 发布 JAR 的基础字节码超过 JDK 8；不能由提高构建 JVM 绕过本版本线约束
org.apache.commons:commons-fileupload2-jakarta,2.0.0-M1,bytecode-pass,2.0.0-M1,bytecode-pass,2.0.0-M1,bytecode-pass,
org.apache.commons:commons-fileupload2-jakarta-servlet5,,unsupported,2.0.0-M4,bytecode-pass,2.0.0-M4,bytecode-pass,JDK 8: 发布 JAR 的基础字节码超过 JDK 8；不能由提高构建 JVM 绕过本版本线约束
org.apache.commons:commons-fileupload2-jakarta-servlet6,,unsupported,2.0.0-M4,bytecode-pass,2.0.0-M4,bytecode-pass,JDK 8: 发布 JAR 的基础字节码超过 JDK 8；不能由提高构建 JVM 绕过本版本线约束
org.apache.commons:commons-imaging,1.0.0-alpha6,bytecode-pass,1.0.0-alpha6,bytecode-pass,1.0.0-alpha6,bytecode-pass,
org.apache.commons:commons-jci-core,1.1,bytecode-pass,1.1,bytecode-pass,1.1,bytecode-pass,
org.apache.commons:commons-jexl,2.1.1,bytecode-pass,2.1.1,bytecode-pass,2.1.1,bytecode-pass,
org.apache.commons:commons-jexl3,3.6.3,bytecode-pass,3.6.3,bytecode-pass,3.6.3,bytecode-pass,
org.apache.commons:commons-lang3,3.20.0,bytecode-pass,3.20.0,bytecode-pass,3.20.0,bytecode-pass,
org.apache.commons:commons-math3,3.6.1,bytecode-pass,3.6.1,bytecode-pass,3.6.1,bytecode-pass,
org.apache.commons:commons-math4-core,4.0-beta1,bytecode-pass,4.0-beta1,bytecode-pass,4.0-beta1,bytecode-pass,
org.apache.commons:commons-pool2,2.12.1,bytecode-pass,2.12.1,bytecode-pass,2.12.1,bytecode-pass,
org.apache.commons:commons-proxy,1.0,bytecode-pass,1.0,bytecode-pass,1.0,bytecode-pass,
org.apache.commons:commons-rdf-api,0.5.0,bytecode-pass,0.5.0,bytecode-pass,0.5.0,bytecode-pass,
org.apache.commons:commons-rdf-jena,0.5.0,bytecode-pass,0.5.0,bytecode-pass,0.5.0,bytecode-pass,
org.apache.commons:commons-rdf-rdf4j,0.5.0,bytecode-pass,0.5.0,bytecode-pass,0.5.0,bytecode-pass,
org.apache.commons:commons-text,1.15.0,bytecode-pass,1.15.0,bytecode-pass,1.15.0,bytecode-pass,
org.apache.commons:commons-vfs2,2.10.0,bytecode-pass,2.10.0,bytecode-pass,2.10.0,bytecode-pass,
org.apache.commons:not-yet-commons-ssl,0.3.9,unverified-artifact,0.3.9,unverified-artifact,0.3.9,unverified-artifact,
org.apache.curator:curator-client,5.9.0,bytecode-pass,5.9.0,bytecode-pass,5.9.0,bytecode-pass,
org.apache.curator:curator-framework,5.9.0,bytecode-pass,5.9.0,bytecode-pass,5.9.0,bytecode-pass,
org.apache.curator:curator-recipes,5.9.0,bytecode-pass,5.9.0,bytecode-pass,5.9.0,bytecode-pass,
org.apache.curator:curator-x-async,5.9.0,bytecode-pass,5.9.0,bytecode-pass,5.9.0,bytecode-pass,
org.apache.curator:curator-x-discovery,5.9.0,bytecode-pass,5.9.0,bytecode-pass,5.9.0,bytecode-pass,
org.apache.curator:curator-x-discovery-server,5.9.0,bytecode-pass,5.9.0,bytecode-pass,5.9.0,bytecode-pass,
org.apache.cxf:cxf-core,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-bindings-coloc,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-bindings-corba,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-bindings-http,2.5.11,bytecode-pass,2.5.11,bytecode-pass,2.5.11,bytecode-pass,
org.apache.cxf:cxf-rt-bindings-jbi,2.4.10,bytecode-pass,2.4.10,bytecode-pass,2.4.10,bytecode-pass,
org.apache.cxf:cxf-rt-bindings-object,3.1.18,bytecode-pass,3.1.18,bytecode-pass,3.1.18,bytecode-pass,
org.apache.cxf:cxf-rt-bindings-soap,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-bindings-xml,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-databinding-aegis,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-databinding-jaxb,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-databinding-jibx,3.1.18,bytecode-pass,3.1.18,bytecode-pass,3.1.18,bytecode-pass,
org.apache.cxf:cxf-rt-databinding-sdo,3.1.18,bytecode-pass,3.1.18,bytecode-pass,3.1.18,bytecode-pass,
org.apache.cxf:cxf-rt-databinding-xmlbeans,3.1.18,bytecode-pass,3.1.18,bytecode-pass,3.1.18,bytecode-pass,
org.apache.cxf:cxf-rt-features-clustering,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-frontend-jaxrs,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-frontend-jaxws,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-frontend-js,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-javascript,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-rs-client,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-rs-extension-providers,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-rs-extension-reactor,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-rs-security-cors,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-rs-security-jose,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-rs-security-jose-jaxrs,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-rs-security-oauth,3.4.10,bytecode-pass,3.4.10,bytecode-pass,3.4.10,bytecode-pass,
org.apache.cxf:cxf-rt-rs-security-oauth2,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-rs-security-sso-oidc,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-rs-security-sso-saml,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-rs-service-description-swagger,3.5.11,bytecode-pass,4.2.2,unverified-artifact,4.2.2,unverified-artifact,
org.apache.cxf:cxf-rt-transports-http,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-transports-http-hc,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-transports-http-jetty,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-transports-http-netty-client,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-transports-http-netty-server,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-transports-http-undertow,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-transports-local,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-transports-udp,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-transports-websocket,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-ws-eventing,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-ws-mex,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-ws-policy,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-ws-rm,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.cxf:cxf-rt-ws-security,3.5.11,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.derby:derby,10.14.2.0,bytecode-pass,10.16.1.1,bytecode-pass,10.17.1.0,bytecode-pass,
org.apache.derby:derbyLocale_zh_CN,10.14.2.0,bytecode-pass,10.16.1.1,bytecode-pass,10.17.1.0,bytecode-pass,
org.apache.derby:derbyclient,10.14.2.0,bytecode-pass,10.16.1.1,bytecode-pass,10.17.1.0,bytecode-pass,
org.apache.derby:derbynet,10.14.2.0,bytecode-pass,10.16.1.1,bytecode-pass,10.17.1.0,bytecode-pass,
org.apache.derby:derbyoptionaltools,10.14.2.0,bytecode-pass,10.16.1.1,bytecode-pass,10.17.1.0,bytecode-pass,
org.apache.derby:derbyshared,,absent,10.16.1.1,bytecode-pass,10.17.1.0,bytecode-pass,
org.apache.derby:derbytools,10.14.2.0,bytecode-pass,10.16.1.1,bytecode-pass,10.17.1.0,bytecode-pass,
org.apache.flink:flink-cdc-common,,absent,3.6.0-2.2,bytecode-pass,3.6.0-2.2,bytecode-pass,
org.apache.flink:flink-clients,,absent,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.flink:flink-core,,absent,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.flink:flink-runtime,,absent,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.flink:flink-streaming-java,,absent,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.hadoop:hadoop-client,3.4.2,bytecode-pass,3.5.0,bytecode-pass,3.5.0,bytecode-pass,
org.apache.hadoop:hadoop-hdfs-client,3.4.2,bytecode-pass,3.5.0,bytecode-pass,3.5.0,bytecode-pass,
org.apache.hadoop:hadoop-hdfs-native-client,3.4.2,bytecode-pass,3.5.0,bytecode-pass,3.5.0,bytecode-pass,
org.apache.hadoop:hadoop-mapreduce-client-jobclient,3.4.2,bytecode-pass,3.5.0,bytecode-pass,3.5.0,bytecode-pass,
org.apache.hadoop:hadoop-yarn-client,3.4.2,bytecode-pass,3.5.0,bytecode-pass,3.5.0,bytecode-pass,
org.apache.hbase:hbase-client,3.0.0-beta-1,bytecode-pass,3.0.0-beta-1,bytecode-pass,3.0.0-beta-1,bytecode-pass,
org.apache.hbase:hbase-protocol,3.0.0-beta-1,unverified-artifact,3.0.0-beta-1,unverified-artifact,3.0.0-beta-1,unverified-artifact,
org.apache.hive:hive-exec,3.1.3,bytecode-pass,4.1.0,bytecode-pass,4.2.0,bytecode-pass,
org.apache.hive:hive-jdbc,3.1.3,bytecode-pass,4.1.0,bytecode-pass,4.2.0,bytecode-pass,
org.apache.hive:hive-metastore,3.1.3,bytecode-pass,4.1.0,bytecode-pass,4.2.0,bytecode-pass,
org.apache.httpcomponents.client5:httpclient5,5.4.4,bytecode-pass,5.4.4,bytecode-pass,5.4.4,bytecode-pass,
org.apache.httpcomponents.client5:httpclient5-cache,5.4.4,bytecode-pass,5.4.4,bytecode-pass,5.4.4,bytecode-pass,
org.apache.httpcomponents.client5:httpclient5-fluent,5.4.4,bytecode-pass,5.4.4,bytecode-pass,5.4.4,bytecode-pass,
org.apache.httpcomponents.core5:httpcore5,5.3.6,bytecode-pass,5.3.6,bytecode-pass,5.3.6,bytecode-pass,
org.apache.httpcomponents.core5:httpcore5-h2,5.3.6,bytecode-pass,5.3.6,bytecode-pass,5.3.6,bytecode-pass,
org.apache.httpcomponents.core5:httpcore5-reactive,5.3.6,bytecode-pass,5.3.6,bytecode-pass,5.3.6,bytecode-pass,
org.apache.httpcomponents:httpasyncclient,4.1.5,bytecode-pass,4.1.5,bytecode-pass,4.1.5,bytecode-pass,
org.apache.httpcomponents:httpasyncclient-cache,4.1.5,bytecode-pass,4.1.5,bytecode-pass,4.1.5,bytecode-pass,
org.apache.httpcomponents:httpasyncclient-osgi,4.1.5,bytecode-pass,4.1.5,bytecode-pass,4.1.5,bytecode-pass,
org.apache.httpcomponents:httpclient,4.5.14,bytecode-pass,4.5.14,bytecode-pass,4.5.14,bytecode-pass,
org.apache.httpcomponents:httpclient-cache,4.5.14,bytecode-pass,4.5.14,bytecode-pass,4.5.14,bytecode-pass,
org.apache.httpcomponents:httpcomponents-asyncclient,4.1.5,pom,4.1.5,pom,4.1.5,pom,
org.apache.httpcomponents:httpcomponents-client,4.5.14,pom,4.5.14,pom,4.5.14,pom,
org.apache.httpcomponents:httpcomponents-core,4.4.16,pom,4.4.16,pom,4.4.16,pom,
org.apache.httpcomponents:httpcore,4.4.16,bytecode-pass,4.4.16,bytecode-pass,4.4.16,bytecode-pass,
org.apache.httpcomponents:httpcore-ab,4.4.16,bytecode-pass,4.4.16,bytecode-pass,4.4.16,bytecode-pass,
org.apache.httpcomponents:httpcore-nio,4.4.16,bytecode-pass,4.4.16,bytecode-pass,4.4.16,bytecode-pass,
org.apache.httpcomponents:httpcore-osgi,4.4.16,bytecode-pass,4.4.16,bytecode-pass,4.4.16,bytecode-pass,
org.apache.httpcomponents:httpmime,4.5.14,bytecode-pass,4.5.14,bytecode-pass,4.5.14,bytecode-pass,
org.apache.hudi:hudi-common,,absent,1.2.0,bytecode-pass,1.2.0,bytecode-pass,
org.apache.hudi:hudi-spark4.0-bundle_2.13,,absent,1.2.0,bytecode-pass,1.2.0,bytecode-pass,
org.apache.kafka:connect,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:connect-api,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:connect-basic-auth-extension,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:connect-file,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:connect-json,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:connect-mirror,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:connect-mirror-client,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:connect-runtime,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:connect-transforms,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:generator,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-clients,3.9.2,bytecode-pass,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-clients:jar:test,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-log4j-appender,,absent,4.3.1,unverified-artifact,4.3.1,unverified-artifact,
org.apache.kafka:kafka-metadata,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-raft,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-server,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-server-common,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-server-common:jar:test,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-shell,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-storage,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-storage-api,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-streams,2.8.2,bytecode-pass,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-streams-scala_2.12,,absent,4.3.1,unverified-artifact,4.3.1,unverified-artifact,
org.apache.kafka:kafka-streams-scala_2.13,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-streams-test-utils,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka-tools,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka_2.12,2.8.2,bytecode-pass,4.3.1,unverified-artifact,4.3.1,unverified-artifact,
org.apache.kafka:kafka_2.12:jar:test,,absent,4.3.1,unverified-artifact,4.3.1,unverified-artifact,
org.apache.kafka:kafka_2.13,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:kafka_2.13:jar:test,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kafka:trogdor,,absent,4.3.1,bytecode-pass,4.3.1,bytecode-pass,
org.apache.kylin:kylin-jdbc,5.0.3,bytecode-pass,5.0.3,bytecode-pass,5.0.3,bytecode-pass,
org.apache.logging.log4j:log4j-1.2-api,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-api,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-api-test,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-appserver,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-cassandra,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
